Port landed,Week beginning,Species name,Live Weight (KG),Landed Weight (KG),Value in pounds
Hoy,05/03/2006,Lobsters,2.5,2.5,39.29
Hoy,05/03/2006,Periwinkles,421,421,524.13
Hoy,12/03/2006,Crabs (C.P.Mixed Sexes),535,535,963
Hoy,12/03/2006,Crabs - Velvet (Swim),111,111,200.85
Hoy,12/03/2006,Green Crab,34,34,15.3
Hoy,12/03/2006,Lobsters,51.4,51.4,873.63
Hoy,12/03/2006,Periwinkles,253,253,314.98
Hoy,19/03/2006,Crabs (C.P.Mixed Sexes),572,572,1028.23
Hoy,19/03/2006,Crabs - Velvet (Swim),178,178,314.09
Hoy,19/03/2006,Green Crab,12,12,5.4
Hoy,19/03/2006,Lobsters,11,11,187
Hoy,19/03/2006,Periwinkles,398,398,495.5
Hoy,26/03/2006,Crabs (C.P.Mixed Sexes),161,161,218.87
Hoy,26/03/2006,Crabs - Velvet (Swim),160,160,292.45
Hoy,26/03/2006,Green Crab,39,39,21.1
Hoy,26/03/2006,Lobsters,1.6,1.6,27.2
Hoy,02/04/2006,Crabs (C.P.Mixed Sexes),584,584,814.53
Hoy,02/04/2006,Crabs - Velvet (Swim),339,339,594.7
Hoy,02/04/2006,Green Crab,91,91,40.95
Hoy,02/04/2006,Lobsters,25.8,25.8,438.6
Hoy,02/04/2006,Periwinkles,557,557,681.24
Hoy,09/04/2006,Crabs (C.P.Mixed Sexes),152,152,182.4
Hoy,09/04/2006,Crabs - Velvet (Swim),197,197,355.34
Hoy,09/04/2006,Green Crab,196,196,88.96
Hoy,09/04/2006,Lobsters,5.2,5.2,83.2
Hoy,09/04/2006,Periwinkles,69,69,84.39
Hoy,16/04/2006,Crabs (C.P.Mixed Sexes),1086,1086,1312.89
Hoy,16/04/2006,Crabs - Velvet (Swim),335,335,585.28
Hoy,16/04/2006,Green Crab,340,340,154.28
Hoy,16/04/2006,Lobsters,10.6,10.6,160.82
Hoy,16/04/2006,Periwinkles,42,42,51.37
Hoy,16/04/2006,Scallops,115.2,115.2,187.56
Hoy,23/04/2006,Crabs (C.P.Mixed Sexes),909,909,1098.91
Hoy,23/04/2006,Crabs - Velvet (Swim),85,85,172.38
Hoy,23/04/2006,Green Crab,78,78,39.84
Hoy,23/04/2006,Lobsters,129.8,129.8,1812.81
Hoy,23/04/2006,Periwinkles,659,659,806
Hoy,30/04/2006,Crabs (C.P.Mixed Sexes),1510,1510,1825.46
Hoy,30/04/2006,Crabs - Velvet (Swim),296,296,510.82
Hoy,30/04/2006,Green Crab,350,350,157.5
Hoy,30/04/2006,Lobsters,60.9,60.9,782.32
Hoy,30/04/2006,Periwinkles,139,139,170.01
Hoy,30/04/2006,Scallops,230,230,375.11
Hoy,07/05/2006,Crabs (C.P.Mixed Sexes),2448.1,2448.1,2959.42
Hoy,07/05/2006,Crabs - Velvet (Swim),1024,1024,1709.79
Hoy,07/05/2006,Green Crab,765,765,344.26
Hoy,07/05/2006,Lobsters,295.8,295.8,2997.27
Hoy,07/05/2006,Periwinkles,384.5,384.5,470.27
Hoy,14/05/2006,Crabs (C.P.Mixed Sexes),1589.2,1589.2,1920.95
Hoy,14/05/2006,Crabs - Velvet (Swim),1086.1,1086.1,1793.56
Hoy,14/05/2006,Green Crab,330,330,148.5
Hoy,14/05/2006,Lobsters,341.8,341.8,2835.16
Hoy,14/05/2006,Periwinkles,82,82,100.29
Hoy,21/05/2006,Crabs (C.P.Mixed Sexes),165.2,165.2,199.48
Hoy,21/05/2006,Crabs - Velvet (Swim),118,118,203.11
Hoy,21/05/2006,Periwinkles,141,141,172.45
Hoy,04/06/2006,Crabs (C.P.Mixed Sexes),1785,1785,2157.88
Hoy,04/06/2006,Crabs - Velvet (Swim),483,483,785.4
Hoy,04/06/2006,Green Crab,6,6,2.72
Hoy,04/06/2006,Lobsters,136.8,136.8,1155.36
Hoy,04/06/2006,Periwinkles,115.5,115.5,141.26
Hoy,11/06/2006,Crabs (C.P.Mixed Sexes),830,830,1003.4
Hoy,11/06/2006,Crabs - Velvet (Swim),224.1,224.1,354.54
Hoy,11/06/2006,Green Crab,78,78,41.11
Hoy,11/06/2006,Lobsters,52.4,52.4,448.53
Hoy,18/06/2006,Crabs (C.P.Mixed Sexes),2365,2365,2859.09
Hoy,18/06/2006,Crabs - Velvet (Swim),117,117,169.99
Hoy,18/06/2006,Green Crab,50,50,22.5
Hoy,18/06/2006,Lobsters,185,185,1572.5
Hoy,18/06/2006,Periwinkles,214.5,214.5,262.35
Hoy,25/06/2006,Crabs (C.P.Mixed Sexes),3752.9,3752.9,4217.32
Hoy,25/06/2006,Crabs - Velvet (Swim),787.2,787.2,1144.59
Hoy,25/06/2006,Green Crab,168,168,91.17
Hoy,25/06/2006,Lobsters,427,427,3657.16
Hoy,25/06/2006,Periwinkles,178,178,216.98
Hoy,02/07/2006,Crabs (C.P.Mixed Sexes),2437,2437,2612.03
Hoy,02/07/2006,Crabs - Velvet (Swim),180,180,256.05
Hoy,02/07/2006,Lobsters,125,125,1061.65
Hoy,02/07/2006,Periwinkles,154,154,187.73
Hoy,09/07/2006,Crabs (C.P.Mixed Sexes),1163,1163,941.2
Hoy,09/07/2006,Crabs - Velvet (Swim),495.2,495.2,652.37
Hoy,09/07/2006,Green Crab,90,90,40.5
Hoy,09/07/2006,Lobsters,116.5,116.5,988.76
Hoy,09/07/2006,Periwinkles,372,372,453.47
Hoy,16/07/2006,Crabs (C.P.Mixed Sexes),2347,2347,2515.53
Hoy,16/07/2006,Crabs - Velvet (Swim),473,473,2961.05
Hoy,16/07/2006,Green Crab,110,110,49.5
Hoy,16/07/2006,Lobsters,352.4,352.4,3423.28
Hoy,16/07/2006,Periwinkles,77,77,93.86
Hoy,23/07/2006,Crabs (C.P.Mixed Sexes),513,513,549.85
Hoy,23/07/2006,Crabs - Velvet (Swim),657,657,895.89
Hoy,23/07/2006,Green Crab,120,120,54
Hoy,23/07/2006,Lobsters,231.2,231.2,1975.63
Hoy,23/07/2006,Periwinkles,195,195,237.71
Hoy,06/08/2006,Crabs (C.P.Mixed Sexes),2664.2,2664.2,2855.29
Hoy,06/08/2006,Crabs - Velvet (Swim),574,574,751.39
Hoy,06/08/2006,Green Crab,210,210,94.5
Hoy,06/08/2006,Lobsters,210.8,210.8,1793.86
Hoy,06/08/2006,Periwinkles,340.5,340.5,415.07
Hoy,13/08/2006,Crabs (C.P.Mixed Sexes),2786,2786,2986.11
Hoy,13/08/2006,Crabs - Velvet (Swim),482.1,482.1,662.8
Hoy,13/08/2006,Green Crab,171,171,76.98
Hoy,13/08/2006,Lobsters,403.1,403.1,3660.94
Hoy,13/08/2006,Nephrops (Norway Lobster),66.9,66.9,762.36
Hoy,13/08/2006,Periwinkles,253,253,308.41
Hoy,20/08/2006,Crabs (C.P.Mixed Sexes),4489.2,4489.2,4811.37
Hoy,20/08/2006,Crabs - Velvet (Swim),633.1,633.1,898.8
Hoy,20/08/2006,Lobsters,610.6,610.6,5932.99
Hoy,20/08/2006,Periwinkles,90,90,109.71
Hoy,27/08/2006,Crabs (C.P.Mixed Sexes),2863,2863,3068.58
Hoy,27/08/2006,Crabs - Velvet (Swim),187,187,263.54
Hoy,27/08/2006,Lobsters,308.6,308.6,3373.02
Hoy,03/09/2006,Crabs (C.P.Mixed Sexes),3111,3111,3334.4
Hoy,03/09/2006,Crabs - Velvet (Swim),468.2,468.2,569.77
Hoy,03/09/2006,Green Crab,162,162,93.56
Hoy,03/09/2006,Lobsters,286.6,286.6,2590.3
Hoy,10/09/2006,Crabs (C.P.Mixed Sexes),3543.1,3543.1,3797.39
Hoy,10/09/2006,Crabs - Velvet (Swim),755,755,51031.52
Hoy,10/09/2006,Green Crab,180,180,103.95
Hoy,10/09/2006,Lobsters,430.2,430.2,4411.53
Hoy,10/09/2006,Periwinkles,92.5,92.5,112.76
Hoy,17/09/2006,Crabs (C.P.Mixed Sexes),2616,2616,2803.89
Hoy,17/09/2006,Crabs - Velvet (Swim),610,610,723.09
Hoy,17/09/2006,Green Crab,98,98,56.61
Hoy,17/09/2006,Lobsters,306,306,2909.96
Hoy,17/09/2006,Periwinkles,464.5,464.5,566.23
Hoy,24/09/2006,Crabs (C.P.Mixed Sexes),1195.1,1195.1,1280.85
Hoy,24/09/2006,Crabs - Velvet (Swim),845,845,1497.75
Hoy,24/09/2006,Green Crab,182,182,105.13
Hoy,24/09/2006,Lobsters,283.5,283.5,3114.46
Hoy,01/10/2006,Crabs (C.P.Mixed Sexes),5789.1,5789.1,6204.69
Hoy,01/10/2006,Crabs - Velvet (Swim),828,828,1185.76
Hoy,01/10/2006,Green Crab,107,107,52.85
Hoy,01/10/2006,Lobsters,463.4,463.4,4901.79
Hoy,08/10/2006,Crabs (C.P.Mixed Sexes),1275.2,1275.2,1366.56
Hoy,08/10/2006,Crabs - Velvet (Swim),440,440,733.24
Hoy,08/10/2006,Green Crab,49,49,28.3
Hoy,08/10/2006,Lobsters,180.5,180.5,1980.47
Hoy,15/10/2006,Crabs (C.P.Mixed Sexes),5135.3,5135.3,5503.73
Hoy,15/10/2006,Crabs - Velvet (Swim),966.3,966.3,1664.45
Hoy,15/10/2006,Green Crab,135,135,77.98
Hoy,15/10/2006,Lobsters,511.4,511.4,5500.53
Hoy,15/10/2006,Periwinkles,55.5,55.5,67.66
Hoy,22/10/2006,Crabs (C.P.Mixed Sexes),2183,2183,2339.79
Hoy,22/10/2006,Crabs - Velvet (Swim),725.1,725.1,1023.16
Hoy,22/10/2006,Green Crab,132,132,64.16
Hoy,22/10/2006,Lobsters,173.5,173.5,1994.4
Hoy,29/10/2006,Crabs (C.P.Mixed Sexes),2692.1,2692.1,2885.32
Hoy,29/10/2006,Crabs - Velvet (Swim),540,540,662.99
Hoy,29/10/2006,Green Crab,276,276,124.2
Hoy,29/10/2006,Lobsters,111.7,111.7,1485.94
Hoy,05/11/2006,Crabs (C.P.Mixed Sexes),1774,1774,1901.39
Hoy,05/11/2006,Crabs - Velvet (Swim),1005,1005,1588.21
Hoy,05/11/2006,Green Crab,388,388,174.6
Hoy,05/11/2006,Lobsters,81.1,81.1,939.16
Hoy,19/11/2006,Crabs (C.P.Mixed Sexes),3118.1,3118.1,3341.91
Hoy,19/11/2006,Crabs - Velvet (Swim),275,275,455.29
Hoy,19/11/2006,Green Crab,295,295,156.98
Hoy,19/11/2006,Lobsters,104.2,104.2,1553.26
Hoy,03/12/2006,Crabs (C.P.Mixed Sexes),2057,2057,2950.63
Hoy,03/12/2006,Crabs - Velvet (Swim),809,809,1948.34
Hoy,03/12/2006,Green Crab,1070,1070,481.5
Hoy,03/12/2006,Lobsters,70.4,70.4,1287.93
Hoy,17/12/2006,Crabs (C.P.Mixed Sexes),2674.9,2674.9,4375.14
Hoy,17/12/2006,Crabs - Velvet (Swim),750,750,2023.61
Hoy,17/12/2006,Green Crab,180,180,69.82
Hoy,17/12/2006,Lobsters,171.7,171.7,3262.31
Hoy,24/12/2006,Crabs (C.P.Mixed Sexes),146.8,146.8,190.48
Hoy,24/12/2006,Crabs - Velvet (Swim),1395,1395,3467.61
Hoy,24/12/2006,Green Crab,225,225,99.75
Hoy,24/12/2006,Lobsters,30.7,30.7,415.29
Hoy,24/12/2006,Periwinkles,90,90,109.71
Hoy,07/01/2007,Crabs (C.P.Mixed Sexes),426,426,829.57
Hoy,07/01/2007,Crabs - Velvet (Swim),175,175,346.57
Hoy,07/01/2007,Green Crab,30,30,13.5
Hoy,07/01/2007,Lobsters,52.3,52.3,838.03
Hoy,14/01/2007,Crabs (C.P.Mixed Sexes),931,931,901.33
Hoy,14/01/2007,Crabs - Velvet (Swim),345,345,695.33
Hoy,14/01/2007,Green Crab,30,30,13.5
Hoy,14/01/2007,Lobsters,77.5,77.5,1239.71
Hoy,14/01/2007,Scallops,745,745,1689.87
Hoy,21/01/2007,Crabs (C.P.Mixed Sexes),863,863,1005.27
Hoy,21/01/2007,Crabs - Velvet (Swim),355,355,560.54
Hoy,21/01/2007,Green Crab,45,45,23.42
Hoy,21/01/2007,Lobsters,33.9,33.9,561.43
Hoy,21/01/2007,Scallops,843,843,1912.16
Hoy,04/02/2007,Crabs (C.P.Mixed Sexes),824,824,848.68
Hoy,04/02/2007,Crabs - Velvet (Swim),330,330,559.76
Hoy,04/02/2007,Green Crab,75,75,40.09
Hoy,04/02/2007,Lobsters,45.3,45.3,712.94
Hoy,04/02/2007,Scallops,1198,1198,2995
Hoy,11/02/2007,Crabs (C.P.Mixed Sexes),388,388,404.53
Hoy,11/02/2007,Crabs - Velvet (Swim),133,133,220.73
Hoy,11/02/2007,Green Crab,4,4,1.8
Hoy,11/02/2007,Lobsters,33.8,33.8,574.6
Hoy,11/02/2007,Periwinkles,84,84,163.34
Hoy,18/02/2007,Crabs (C.P.Mixed Sexes),1332,1332,2499.42
Hoy,18/02/2007,Crabs - Velvet (Swim),140,140,275.93
Hoy,18/02/2007,Green Crab,120,120,54
Hoy,18/02/2007,Lobsters,59.5,59.5,1011.5
Hoy,18/02/2007,Scallops,633,633,1582.5
Hoy,25/02/2007,Crabs (C.P.Mixed Sexes),667,667,686.03
Hoy,25/02/2007,Crabs - Velvet (Swim),130,130,297.19
Hoy,25/02/2007,Green Crab,60,60,27
Hoy,25/02/2007,Lobsters,41.6,41.6,716.38
Hoy,25/02/2007,Scallops,863,863,2157.5
Hoy,04/03/2007,Crabs (C.P.Mixed Sexes),1020,1020,1390.64
Hoy,04/03/2007,Crabs - Velvet (Swim),180,180,411.46
Hoy,04/03/2007,Lobsters,48.2,48.2,865.15
Hoy,04/03/2007,Periwinkles,69,69,134.17
Hoy,04/03/2007,Scallops,494,494,1235
Hoy,11/03/2007,Crabs (C.P.Mixed Sexes),108,108,186.51
Hoy,11/03/2007,Crabs - Velvet (Swim),232,232,514.62
Hoy,11/03/2007,Green Crab,3,3,1.35
Hoy,11/03/2007,Lobsters,5.6,5.6,100.8
Hoy,11/03/2007,Periwinkles,719.5,719.5,1399.09
Hoy,11/03/2007,Scallops,1781.2,1781.2,5365.27
Hoy,18/03/2007,Crabs (C.P.Mixed Sexes),92,92,179.15
Hoy,18/03/2007,Crabs - Velvet (Swim),200,200,440.77
Hoy,18/03/2007,Green Crab,40,40,18
Hoy,18/03/2007,Lobsters,0.7,0.7,12.95
Hoy,18/03/2007,Periwinkles,15,15,29.17
Hoy,18/03/2007,Scallops,481.6,481.6,1092.18
Hoy,25/03/2007,Crabs (C.P.Mixed Sexes),1735,1735,2927.61
Hoy,25/03/2007,Crabs - Velvet (Swim),383,383,739.44
Hoy,25/03/2007,Green Crab,14,14,6.3
Hoy,25/03/2007,Lobsters,124.9,124.9,2174.83
Hoy,01/04/2007,Crabs (C.P.Mixed Sexes),588,588,638.74
Hoy,01/04/2007,Crabs - Velvet (Swim),626,626,1305.46
Hoy,01/04/2007,Green Crab,7,7,3.15
Hoy,01/04/2007,Lobsters,57.6,57.6,869.6
Hoy,01/04/2007,Periwinkles,2600,2600,11731.14
Hoy,01/04/2007,Scallops,1009.5,1009.5,3332.26
Hoy,08/04/2007,Crabs (C.P.Mixed Sexes),755,755,802.77
Hoy,08/04/2007,Crabs - Velvet (Swim),325,325,604.25
Hoy,08/04/2007,Lobsters,47.5,47.5,551.5
Hoy,08/04/2007,Periwinkles,613.5,613.5,2768.1
Hoy,08/04/2007,Scallops,700,700,2275
Hoy,15/04/2007,Crabs (C.P.Mixed Sexes),180,180,213.07
Hoy,15/04/2007,Crabs - Velvet (Swim),215,215,367.45
Hoy,15/04/2007,Lobsters,4.7,4.7,54.39
Hoy,15/04/2007,Periwinkles,922.5,922.5,4162.3
Hoy,15/04/2007,Scallops,630,630,2026.96
Hoy,22/04/2007,Crabs (C.P.Mixed Sexes),1643,1643,1870.69
Hoy,22/04/2007,Crabs - Velvet (Swim),660,660,1165.98
Hoy,22/04/2007,Lobsters,139,139,1541.77
Hoy,22/04/2007,Periwinkles,47.5,47.5,214.32
Hoy,22/04/2007,Scallops,900,900,1700.15
Hoy,29/04/2007,Crabs (C.P.Mixed Sexes),613,613,878.98
Hoy,29/04/2007,Crabs - Velvet (Swim),768,768,1604.26
Hoy,29/04/2007,Lobsters,165.7,165.7,1970.95
Hoy,29/04/2007,Periwinkles,41.5,41.5,187.25
Hoy,06/05/2007,Crabs (C.P.Mixed Sexes),1082.1,1082.1,1211.35
Hoy,06/05/2007,Crabs - Velvet (Swim),680,680,1115.39
Hoy,06/05/2007,Lobsters,161.8,161.8,1724.43
Hoy,13/05/2007,Crabs (C.P.Mixed Sexes),351,351,503.3
Hoy,13/05/2007,Crabs - Velvet (Swim),465,465,719.13
Hoy,13/05/2007,Lobsters,113.4,113.4,1077.28
Hoy,13/05/2007,Periwinkles,260,260,1173.11
Hoy,13/05/2007,Scallops,270,270,510.05
Hoy,27/05/2007,Crabs (C.P.Mixed Sexes),741,741,821.38
Hoy,27/05/2007,Crabs - Velvet (Swim),685,685,1529.07
Hoy,27/05/2007,Green Crab,60,60,34.84
Hoy,27/05/2007,Lobsters,153.3,153.3,1837.71
Hoy,03/06/2007,Crabs (C.P.Mixed Sexes),650,650,932.05
Hoy,03/06/2007,Crabs - Velvet (Swim),435,435,761.76
Hoy,03/06/2007,Lobsters,145.8,145.8,1249.07
Hoy,03/06/2007,Scallops,1560,1560,3125.03
Hoy,10/06/2007,Crabs (C.P.Mixed Sexes),421,421,603.68
Hoy,10/06/2007,Crabs - Velvet (Swim),1132,1132,1420.26
Hoy,10/06/2007,Green Crab,34,34,15.3
Hoy,10/06/2007,Lobsters,152.9,152.9,1238.89
Hoy,17/06/2007,Crabs (C.P.Mixed Sexes),345,345,494.7
Hoy,17/06/2007,Crabs - Velvet (Swim),419,419,513.1
Hoy,17/06/2007,Green Crab,60,60,27.18
Hoy,17/06/2007,Lobsters,112.3,112.3,842.74
Hoy,17/06/2007,Periwinkles,20.5,20.5,92.5
Hoy,24/06/2007,Crabs (C.P.Mixed Sexes),700,700,1003.74
Hoy,24/06/2007,Crabs - Velvet (Swim),485,485,698.83
Hoy,24/06/2007,Green Crab,75,75,33.75
Hoy,24/06/2007,Lobsters,44.7,44.7,476.87
Hoy,24/06/2007,Scallops,60,60,125.36
Hoy,01/07/2007,Crabs (C.P.Mixed Sexes),560,560,625.37
Hoy,01/07/2007,Crabs - Velvet (Swim),445,445,568.61
Hoy,01/07/2007,Green Crab,186,186,119.27
Hoy,01/07/2007,Lobsters,34.1,34.1,288.51
Hoy,01/07/2007,Scallops,55,55,106.24
Hoy,15/07/2007,Crabs (C.P.Mixed Sexes),320,320,307.21
Hoy,15/07/2007,Crabs - Velvet (Swim),264,264,330.48
Hoy,15/07/2007,Green Crab,112,112,50.4
Hoy,15/07/2007,Lobsters,32.2,32.2,274.44
Hoy,22/07/2007,Crabs (C.P.Mixed Sexes),890,890,907.38
Hoy,22/07/2007,Crabs - Velvet (Swim),404,404,466.87
Hoy,22/07/2007,Green Crab,84,84,37.8
Hoy,22/07/2007,Lobsters,330,330,2640
Hoy,22/07/2007,Mackerel,125,125,56.6
Hoy,29/07/2007,Crabs (C.P.Mixed Sexes),140,140,148.38
Hoy,29/07/2007,Crabs - Velvet (Swim),229,229,319.61
Hoy,29/07/2007,Green Crab,89,89,40.05
Hoy,29/07/2007,Lobsters,83.1,83.1,814.85
Hoy,05/08/2007,Crabs (C.P.Mixed Sexes),190,190,227.94
Hoy,05/08/2007,Crabs - Velvet (Swim),96,96,131.71
Hoy,05/08/2007,Green Crab,185,185,83.25
Hoy,05/08/2007,Lobsters,31.5,31.5,280.84
Hoy,05/08/2007,Periwinkles,41.5,41.5,97.5
Hoy,12/08/2007,Crabs (C.P.Mixed Sexes),630,630,755.8
Hoy,12/08/2007,Crabs - Velvet (Swim),254,254,369.16
Hoy,12/08/2007,Green Crab,159,159,71.55
Hoy,12/08/2007,Lobsters,288.3,288.3,2594.34
Hoy,19/08/2007,Crabs (C.P.Mixed Sexes),2725,2725,2819.86
Hoy,19/08/2007,Crabs - Velvet (Swim),142,142,177.2
Hoy,19/08/2007,Green Crab,42,42,18.9
Hoy,19/08/2007,Lobsters,481,481,4808.51
Hoy,26/08/2007,Crabs (C.P.Mixed Sexes),500,500,514.26
Hoy,26/08/2007,Crabs - Velvet (Swim),90,90,150.12
Hoy,26/08/2007,Lobster - Squat,1,1,4.7
Hoy,26/08/2007,Lobsters,34.7,34.7,363.05
Hoy,26/08/2007,Nephrops (Norway Lobster),39.9,39.9,194.48
Hoy,02/09/2007,Crabs (C.P.Mixed Sexes),1945,1945,2057.44
Hoy,02/09/2007,Crabs - Velvet (Swim),1012,1012,1366.77
Hoy,02/09/2007,Green Crab,177,177,79.65
Hoy,02/09/2007,Lobster - Squat,265,265,1244.4
Hoy,02/09/2007,Lobsters,80.3,80.3,827.06
Hoy,02/09/2007,Nephrops (Norway Lobster),14.4,14.4,159.79
Hoy,02/09/2007,Periwinkles,192,192,451.09
Hoy,02/09/2007,Queen Scallops,100,100,250
Hoy,09/09/2007,Crabs (C.P.Mixed Sexes),415.2,415.2,459.18
Hoy,09/09/2007,Crabs - Velvet (Swim),613,613,759.27
Hoy,09/09/2007,Green Crab,88,88,39.6
Hoy,09/09/2007,Lobster - Squat,81.2,81.2,380.4
Hoy,09/09/2007,Lobsters,1.8,1.8,18
Hoy,16/09/2007,Crabs (C.P.Mixed Sexes),3590,3590,3612.98
Hoy,16/09/2007,Crabs - Velvet (Swim),798,798,1060.93
Hoy,16/09/2007,Green Crab,83,83,41.18
Hoy,16/09/2007,Lobsters,187.2,187.2,1965.36
Hoy,23/09/2007,Crabs (C.P.Mixed Sexes),915,915,910.62
Hoy,23/09/2007,Crabs - Velvet (Swim),400,400,546.16
Hoy,23/09/2007,Green Crab,145,145,65.25
Hoy,23/09/2007,Lobsters,38.7,38.7,410.08
Hoy,23/09/2007,Periwinkles,254,254,596.76
Hoy,30/09/2007,Crabs (C.P.Mixed Sexes),618,618,681.59
Hoy,30/09/2007,Crabs - Velvet (Swim),1212,1212,1585.73
Hoy,30/09/2007,Green Crab,45,45,20.25
Hoy,30/09/2007,Lobsters,21.8,21.8,248.83
Hoy,07/10/2007,Crabs (C.P.Mixed Sexes),5356.1,5356.1,5874.91
Hoy,07/10/2007,Crabs - Velvet (Swim),1282,1282,1584.36
Hoy,07/10/2007,Green Crab,187,187,84.15
Hoy,07/10/2007,Lobsters,165.3,165.3,1899.77
Hoy,07/10/2007,Periwinkles,164,164,210.31
Hoy,14/10/2007,Crabs (C.P.Mixed Sexes),3000,3000,2962.15
Hoy,14/10/2007,Crabs - Velvet (Swim),735,735,993.13
Hoy,14/10/2007,Green Crab,93,93,41.85
Hoy,14/10/2007,Lobsters,251.8,251.8,2895.1
Hoy,14/10/2007,Periwinkles,26,26,33.34
Hoy,21/10/2007,Crabs (C.P.Mixed Sexes),4550,4550,4506.08
Hoy,21/10/2007,Crabs - Velvet (Swim),440,440,588.31
Hoy,21/10/2007,Green Crab,90,90,40.5
Hoy,21/10/2007,Lobsters,264.8,264.8,2221.1
Hoy,21/10/2007,Periwinkles,240,240,307.77
Hoy,28/10/2007,Crabs (C.P.Mixed Sexes),295,295,310.28
Hoy,28/10/2007,Crabs - Velvet (Swim),1980,1980,2778.07
Hoy,28/10/2007,Green Crab,224,224,102.49
Hoy,28/10/2007,Lobsters,12.4,12.4,145.05
Hoy,04/11/2007,Crabs (C.P.Mixed Sexes),1598,1598,1609.33
Hoy,04/11/2007,Crabs - Velvet (Swim),360,360,513.76
Hoy,04/11/2007,Green Crab,300,300,135
Hoy,04/11/2007,Lobsters,103.3,103.3,1180.13
Hoy,11/11/2007,Crabs (C.P.Mixed Sexes),1275,1275,1147.5
Hoy,11/11/2007,Crabs - Velvet (Swim),480,480,642.95
Hoy,11/11/2007,Green Crab,215,215,96.75
Hoy,11/11/2007,Lobsters,54.3,54.3,794.76
Hoy,18/11/2007,Crabs (C.P.Mixed Sexes),4280.1,4280.1,4056.07
Hoy,18/11/2007,Crabs - Velvet (Swim),328,328,468.87
Hoy,18/11/2007,Green Crab,162,162,72.9
Hoy,18/11/2007,Lobsters,234.4,234.4,3290.81
Hoy,25/11/2007,Crabs (C.P.Mixed Sexes),655,655,702.39
Hoy,25/11/2007,Crabs - Velvet (Swim),1590,1590,2526.6
Hoy,25/11/2007,Green Crab,760,760,342
Hoy,25/11/2007,Lobsters,12,12,176.21
Hoy,02/12/2007,Crabs (C.P.Mixed Sexes),1791.9,1791.9,1839.25
Hoy,02/12/2007,Crabs - Velvet (Swim),320,320,621.12
Hoy,02/12/2007,Green Crab,290,290,130.5
Hoy,02/12/2007,Lobsters,62.7,62.7,862.37
Hoy,02/12/2007,Periwinkles,105.5,105.5,135.29
Hoy,09/12/2007,Crabs (C.P.Mixed Sexes),750,750,810.72
Hoy,09/12/2007,Crabs - Velvet (Swim),690,690,2290.81
Hoy,09/12/2007,Green Crab,750,750,337.5
Hoy,09/12/2007,Lobsters,110,110,1670.58
Hoy,09/12/2007,Periwinkles,53.5,53.5,68.61
Hoy,16/12/2007,Crabs (C.P.Mixed Sexes),4517,4517,5149.07
Hoy,16/12/2007,Crabs - Velvet (Swim),755,755,2769.52
Hoy,16/12/2007,Green Crab,58,58,26.1
Hoy,16/12/2007,Lobsters,284.2,284.2,5101.47
Hoy,16/12/2007,Periwinkles,39.5,39.5,50.65
Hoy,23/12/2007,Crabs (C.P.Mixed Sexes),174,174,243.32
Hoy,23/12/2007,Crabs - Velvet (Swim),690,690,2547.22
Hoy,23/12/2007,Green Crab,322,322,144.9
Hoy,23/12/2007,Lobsters,6.5,6.5,106.93
Hoy,06/01/2008,Crabs (C.P.Mixed Sexes),885,885,992.2
Hoy,06/01/2008,Crabs - Velvet (Swim),333,333,600.69
Hoy,06/01/2008,Green Crab,305,305,143.72
Hoy,06/01/2008,Lobsters,30.9,30.9,552.88
Hoy,13/01/2008,Crabs (C.P.Mixed Sexes),838.1,838.1,844.04
Hoy,13/01/2008,Crabs - Velvet (Swim),101,101,195.07
Hoy,13/01/2008,Green Crab,580,580,306.28
Hoy,13/01/2008,Lobsters,14.7,14.7,264.6
Hoy,13/01/2008,Periwinkles,28,28,23.3
Hoy,20/01/2008,Crabs (C.P.Mixed Sexes),530,530,550.64
Hoy,20/01/2008,Crabs - Velvet (Swim),71,71,146.68
Hoy,20/01/2008,Green Crab,350,350,189.84
Hoy,20/01/2008,Lobsters,19.6,19.6,349.09
Hoy,03/02/2008,Crabs (C.P.Mixed Sexes),460,460,463.31
Hoy,03/02/2008,Crabs - Velvet (Swim),224,224,432.57
Hoy,03/02/2008,Green Crab,335,335,150.75
Hoy,03/02/2008,Lobsters,37,37,666
Hoy,10/02/2008,Crabs (C.P.Mixed Sexes),1139.1,1139.1,1170.06
Hoy,10/02/2008,Crabs - Velvet (Swim),430,430,929.75
Hoy,10/02/2008,Green Crab,585,585,317.31
Hoy,10/02/2008,Lobsters,60.4,60.4,986.13
Hoy,17/02/2008,Crabs (C.P.Mixed Sexes),610,610,627.59
Hoy,17/02/2008,Crabs - Velvet (Swim),218,218,448.79
Hoy,17/02/2008,Green Crab,370,370,166.5
Hoy,17/02/2008,Lobsters,84.7,84.7,1563.99
Hoy,17/02/2008,Periwinkles,42,42,34.95
Hoy,02/03/2008,Crabs (C.P.Mixed Sexes),50,50,56.32
Hoy,02/03/2008,Crabs - Velvet (Swim),58.9,58.9,127.73
Hoy,02/03/2008,Green Crab,640.1,640.1,318.04
Hoy,02/03/2008,Lobsters,6.1,6.1,107.23
Hoy,02/03/2008,Periwinkles,20.5,20.5,17.06
Hoy,02/03/2008,Scallops,650,650,1201.74
Hoy,09/03/2008,Crabs (C.P.Mixed Sexes),60,60,67.58
Hoy,09/03/2008,Crabs - Velvet (Swim),66,66,145.39
